,Unnamed: 0,name,message
4677,4677,젤리,딜라이트가 라칸 w를 너무 잘써서 죽은거지 걍 라칸 준게 잘못임ㅋㅋㅋ
4678,4678,좌뇌,두두 커즈 보살이냐 ㅋㅋ
4679,4679,개쩌는영상에만댓글다는사람,비에고 : 난 잘큰애 뺐어
4680,4680,Porda 1011,wolf: 한화가 지면 카페에 치킨 쏘겠다
4681,4681,Jc,커즈는 작년이 그립다...
4682,4682,Clown H,씨맥 불주먹 예열중 ㄷㄷ
4683,4683,정금비,혹시 이거 다시보기인가요 아니면 생방인가요?
4684,4684,카시오페아,kdf가 강팀도 아니고 지는게 안이상함
4685,4685,나나,아니 쟤네들 남정내들 모와다가 칙칙폭폭 기차놀이가 도대체 통상적으로 무슨 의미로 쓰이는지는 알고 쓰는거임?
4686,4686,세례명레오,tetëdhjetë e tetë mijë e tetëqind e dyzet e tetë
